title_1,title_2,title_3,title_4,bold_terms,sources,urls,references,definition,organization,country,year
BASIC TERMS,"STOCKING (Stand Density, Crown Cover)",,,,,http://216.239.39.100/search?q=cache:iFF2UlzBb4kC:socrates.lv-hrc.nevada.edu/fia/dab/core1-6/appendix7_12_00.doc+%22stand+density%22++definition+glossary&hl=en&ie=UTF-8,,"Stocking – The relative degree of occupancy land by trees, measured as basal area or the number of trees in a stand by size or age and spacing, compared to the basal area or number of trees required to fully utilize the growth potential of the land; that is, the stocking standard",,,
BASIC TERMS,"STOCKING (Stand Density, Crown Cover)",,,Stocking,n.f.,http://nfdp.ccfm.org/silviterm/silvi_e/silvitermqtote.htm#S,,"[densité relative ] - A qualitative expression of the adequacy of tree cover on an area, in terms of crown closure, number of trees, basal area, or volume, in relation to a preestablished norm. In this context, ""tree cover"" includes seedlings and saplings; hence, the concept carries no connotation of a particular age. Stocking may be described in regionally or locally developed classes, or as a percentage of regional or local normal standards, which vary according to site-specific conditions. (5",n.f,,
BASIC TERMS,"STOCKING (Stand Density, Crown Cover)",,,Stocking,,http://www.campbellgroup.com/timber_invest/glossary.htm,,Degree of utilization of land by trees. Measured in terms of basal area and/or the number of trees in a stand compared to the basal area and/or number of trees required to fully utilize the growth potential of the land. A stocking percent of 100 indicates full utilization of the site and is equivalent to 80 square feet of basal area per acre in trees 5 inches in dbh and larger. A stocking percent of 100 in a stand of trees less than 5 inches in dbh would indicate that the present number of trees is sufficient to produce 80 square feet of basal area per acre when the trees reach S inches dbh. A stocking percent of over 100 is fully utilizing the site. Stocking classes - Fully stocked stands -Stands in which the stocking of trees is from 100 to 133 percent. Medium stocked stands -Stands in which the stocking of trees is from 60 to 100 percent. Nonstocked areas -Commercial forest land on which the stocking of trees is less than 16.7 percent. Overstocked stands -Stands in which the stocking of trees is 133 percent or more. Poorly stocked stands -Stands in which the stocking of trees is from 16.7 to 60 percent,,,
BASIC TERMS,"STOCKING (Stand Density, Crown Cover)",,,,,,,"The amount of live trees on a given area in relation to what is considered the optimum. [Source: USDA Forest Service General Technical Report WO-44. Forest Stand Density and Stocking: concepts, terms, and use of the stocking guides. 8 p.]",,,
BASIC TERMS,"STOCKING (Stand Density, Crown Cover)",,,,breast-height,,,"The sum of areas of cross-cuts of all trees of a tree stand at height of 1.3 meters on 1 ha' is basal area. [From: ""Maksym Polyakov"" <mpoliak@pcomp.usau.kiev.ua Date: Wed, 17 Jun 1998 11:20:37 +0300 (MSD)]",breast-height,,
BASIC TERMS,"STOCKING (Stand Density, Crown Cover)",,,,,http://www.crcd.org/voloak.html,,Tree Stocking: An expression of the number and size of trees per acre,,,
BASIC TERMS,FORESTRY,,,Forestry Arabic,Morocco,,,"Forestry (Arabic : ‘Ilm Al Ghabat, French : Foresterie/Sciences forestière, Spanish : Ciencias de bosques) - Field of all the different discilines related to forestry aspects, such as reproduction, cultivation, caring, protection, development, etc. Mohammed Ellatifi, m.ellatifi@ellatifi.8m.com",,Morocco,
BASIC TERMS,FORESTRY,,,Forestry Arabic,Yemen,,,"Forestry (Arabic : ‘Ilm Al Ghabat, French : Foresterie/Sciences forestière, Spanish : Ciencias de bosques) - Field of all the different discilines related to forestry aspects, such as reproduction, cultivation, caring, protection, development, etc. Mohammed Ellatifi, m.ellatifi@ellatifi.8m.com",,Yemen,
BASIC TERMS,FORESTRY,,,,2,http://www.ncfcnfr.net/glossary.html,,"Forest Management - The practical application of scientific, economic and social principles to the administration and working of a forest for specified objectives. Particularly, that branch of forestry concerned with the overall administrative, economic, legal and social aspects and with the essentially scientific and technical aspects, especially silviculture, protection and forest regulation",,,
BASIC TERMS,FORESTRY,,,,,http://www.forestinfo.org/Discover/glossary.htm,,"The art, science, and practice of managing forest landscapes to provide a sustained production of a variety of goods and services for society",,,
BASIC TERMS,FORESTRY,,,,WWWebster,,,"The science of developing, caring for, or cultivating forest. The management of growing timber",WWWebster,,
BASIC TERMS,FORESTRY,,,,,http://ifdn.com/teacher/glossary.htm#d,,"The science of planting, managing and protecting forest",,,
BASIC TERMS,FORESTRY,,,,,http://nhd.heinle.com/nhd-bin/searchNHD.pl,,The scientific field of forest management,,,
BASIC TERMS,"GROVE, THICKET",,,,NASDA,http://www.nasda-hq.org/NASDA_NASS/docs/EDUCATIO/REFERENC/TERMS___/TERMSDEF.PDF,,An orchard; a small stand of trees,NASDA,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.tnw.org.uk/Note17.html,,A forestry plantation,,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.newberry.org/k12maps/glossary/index.html,,A group of similar trees growing in a confined area,,,
BASIC TERMS,"GROVE, THICKET",,,,,http://dictionary.cambridge.org/define.asp?key=grove*1+0,,A group of trees planted close together,,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.lovett-pinetum.org/2whatis.htm,,"A pinetum is a grove or plantation where pine trees are cultivated, particularly for scientific, educational &/or esthetic purposes. It is a specialized type of arboretum --- a place where many kinds of trees are grown for the same purposes",,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.notredame.ac.jp/cgi-bin/wn?grove,,A small cultivated wood without undergrowth,,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.notredame.ac.jp/cgi-bin/wn?grove,,A small growth of trees without underbrush,,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.wordsmyth.net/cgi-bin/simplesearch.cgi?matchent=grove&matchtype=exact&matchid=-1&retall=1,,A small stand of fruit or nut trees; orchard,,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.wordsmyth.net/cgi-bin/simplesearch.cgi?matchent=grove&matchtype=exact&matchid=-1&retall=1,,"A small wooded area, esp. one with little ground cover",,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.graylab.ac.uk/cgi-bin/omd?grove,,"A smaller group of trees than a forest, and without underwood, planted, or growing naturally as if arranged by art; a wood of small extent",,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.fgdc.gov/standards/documents/standards/vegetation/vegclass.pdf,,"Areas dominated by fruit or nut trees planted on a regular and generally consistent row and plant spacing. Stands are planted for the purpose of producing a fruit or nut crop. Examples include areas used for the production of apples, peaches, oranges, pecans, walnuts, cherries, and bananas",,,
BASIC TERMS,"GROVE, THICKET",,,,,http://www.copper-beech.com/glossary.html,,"Sacred grove - a place apart, consecrated to a spirit or divinity, or to the memory of a hero; with trees, rocks and water, surrounding a shrine or an altar, in a temple or within a grotto or cave. This religious or spiritual quality separates, though not sharply, the 'sacred grove' from the gardens of Flora",,,
BASIC TERMS,"GROVE, THICKET",,,,,http://nfdp.ccfm.org/silviterm/silvi_e/silvitermqtote.htm#T,,Thicket - A dense growth of small trees or bushes,,,
BASIC TERMS,STAND,,,,Australia–NSW,http://www.forest.nsw.gov.au/education/glossary/default.asp#Ltr_W,,A group (or cluster) of upright trees,–NSW,Australia,
BASIC TERMS,STAND,,,,Czech Republic 1995,http://www.uhul.cz/images/ke_stazeni/legislativa_jazyky/Lesni_zakon_en.pdf,,stand shall mean the basic unit of spatial arrangement of the forest identifiable in the terrain and shown on a forestry map,Czech Republic,,1995
BASIC TERMS,STAND,,,,USA-State-Oregon,http://www.odf.state.or.us/DIVISIONS/management/state_forests/sfplan/eorfmp95-final/A_gloss.pdf,,A term used in this plan to designate a contiguous area of land in the same vegetative series and having the same management history,USA-State-Oregon,United States,
BASIC TERMS,STAND,,,,,http://www.bib.fsagx.ac.be/coste21/glossary.html#d,,"A community of trees, including aboveground and belowground biomass and soils, sufficiently uniform in species composition, age, arrangement, and condition to be managed as a unit",,,
BASIC TERMS,STAND,,,,,"http://www.epa.gov/OWOW/NPS/MMGI/Chapter3/ch3-3.html; http://www.fs.fed.us/r4/wcnf/projects/decisions/bear_hodges2/glossary,.pdf; http://www.for.gov.bc.ca/hfp/pubs/stand_density_mgt/sdm-73.htm#s",,"A contiguous group of trees sufficiently uniform in species composition, arrangement of age classes, and condition to be a homogeneous and distinguishable unit. , and",,,
BASIC TERMS,STAND,,,,,http://www.maf.govt.nz/statistics/primaryindustries/forestry/forest-resources/national-exotic-forest-2000/nappendix1.htm,,"A defined area of standing trees or forest, usually of one species, age and tending regime",,,
BASIC TERMS,STAND,,,,,http://www.fnr.purdue.edu/inwood/glossary.html,,A geographically contiguous parcel of land containing one or more stand types and is usually constructed for administrative reasons,,,
BASIC TERMS,STAND,,,,,http://www.privateforestry.org.au/glos_o-z.htm,,"A group of forest trees of sufficiently uniform species composition, age, and condition to be considered a homogeneous unit for management purposes",,,
BASIC TERMS,STAND,,,,,http://www.harcourt.com/dictionary/def/4/1/0/8/4108500.html,,"A group of trees in a given area that consist of one species, size, or grade; used as the basic unit in forest mapping",,,
BASIC TERMS,STAND,,,,Hunter 1990,http://depts.clemson.edu/extfor/publications/fortp19/definitions.htm,,"A group of trees reasonably similar in age structure and species composition, usually occupying at least 5 acres",Hunter,,1990
BASIC TERMS,STAND,,,,,http://www.tnw.org.uk/Note17.html,,A group or area of trees,,,
BASIC TERMS,STAND,,,,,http://ashland.or.us/Files/Fire%20city%20Plan%202002.htm,,A grouping of trees in a forest of similar conditions that separate it from trees in other adjacent areas,,,
BASIC TERMS,STAND,,,,,http://fwie.fw.vt.edu/rhgiles/appendices/glosss.htm,,A plant and animal community,,,
BASIC TERMS,STAND,,,,,http://www.ifdn.com/teacher/glossary.htm,,A standing growth of trees or plants,,,
BASIC TERMS,STAND,,,,"e.g., 80-year aspen stand",http://www.borealcentre.ca/glossary.html,,A unit of forest classification generally based on the type and age of the dominant tree vegetation . Most stands are initiated through disturbance events such as fire,"e.g., 80-year aspen stand",,
BASIC TERMS,STAND,,,,,http://www.eresourcesystems.com/Help/Glossary/glossary.html,,An aggregation of trees or other growth occupying a specific area and sufficiently uniform in composition to be distinguishable from the adjoining forest or other growth,,,
BASIC TERMS,STAND,,,,species,http://fwie.fw.vt.edu/rhgiles/appendices/glosss.htm,,"An aggregation of trees or other growth occupying a specific area and sufficiently uniform in composition , age arrangement, and condition as to be distinguishable from the forest or other growth on adjoining areas (a minimum of 1 acre of forest land that is at least 10 percent stocked by forest trees of any size). A forest stand is said to be "" pure"" if 80 percent or more of the trees present are of the same species. If less than 80 percent of all trees present are of the same species. the stand is said to be "" mixed.""",species,,
BASIC TERMS,STAND,,,,,http://www.dnr.state.mi.us/wildlife/Landowners_Guide/Introduction/Glossary.htm,,"An area composed of trees that are similar in type, or age, or size",,,
BASIC TERMS,STAND,,,,,http://www.forestenterprises.co.nz/cfi/investmentstructure.htm,,An area of trees with similar characteristics,,,
BASIC TERMS,STAND,,,,,http://www.timbervest.net/faqs_and_glossary/glossary.htm,,An easily defined area of the forest that is relatively uniform in species composition or age and can be managed as a single unit,,,
BASIC TERMS,STAND,,,,2 ha,http://fscus.org/html/standards_policies/us_regional_standards/archives/ozark_ouachita4.html,,"An ecologically homogeneous area within an ecosystem or landscape, a minimum of 5 acres in size",2 ha,,
BASIC TERMS,STAND,,,,,http://www.woodlands.co.uk/book/appendices.pdf,,Community of trees with similar characteristics and managed as one unit,,,
BASIC TERMS,STAND,,,,,http://media.payson.tulane.edu:8083/html/env/enven/vol205.htm#Annex,,"Group of trees which exhibit similar features, occupy an unbroken minimum area and all require similar silvicultural treatment. : Glossary of selected terms",,,
BASIC TERMS,STAND,,,,of trees,http://bioenergy.ornl.gov/faqs/glossary.html#T,,"Stand: A tree community that possesses sufficient uniformity in composition, constitution, age, spatial arrangement, or condition to be distinguishable from adjacent communities",of trees,,
BASIC TERMS,STAND,,,,s,http://www.eman-rese.ca/eman/ecotools/protocols/terrestrial/vegetation/glossary.html,,"Standing growth of plants; a particular example of a plant community, e.g. forest or grassland in which monitoring plot are established",s,,
BASIC TERMS,STAND,,,,the Forest Act,,,"The basic unit of spatial arrangement of the forest identifiable in the terrain and shown on a forestry map. [Source: Act on Forests and Amendments to Some Acts dated 3 November 1995. Ministry of Agriculture of the Czech Republic. Prague, 1996. 58 pp. From: ""Maksym Polyakov"" mpoliak@pcomp.usau.kiev.ua Date: Mon, 15 Jun 1998 11:32:47 +0300 (MSD)]",the Forest Act,,
BASIC TERMS,STAND,,,,,http://www.forestry.sa.gov.au/pdf/glossary.pdf,,The crop of trees in a forest,,,
BASIC TERMS,STAND,,,,,http://www.angelfire.com/on3/wildberks/Glossary.htm; http://www.woodlandowner.org.uk/glossary.htm#W,,"Trees of one type or species [e.g. coppice, alder] grouped together within a woodland. and",,,
BASIC TERMS,STAND,,,,,http://www.unb.ca/web/forestry/centers/cwru/soe/gloss.htm,,Unit of vegetation that is essentially homogeneous in all layers and differs from adjacent types qualitatively and quantitatively,,,
ACTION TERMS,,,,,"deforested, afforested, and reforested",http://www.carbonpositive.net/viewarticle.aspx?articleID=44,,"Afforestation, Deforestation, and Reforestation are actions or acts. There are probably fewer disagreements over these terms than on what to call the lands once the action is completed and how long the lands remain in those historical categories. A/R - Afforestation and reforestation. Term given to the class of projects devoted to the planting of trees on unforested land for carbon emissions reduction and other environmental benefits","deforested, afforested, and reforested",,
ACTION TERMS,,,,,,,,"""Forestation,"" ""degradation,"" and ""regeneration"" are action terms which are not included in the Kyoto Protocol but which we appear to need to include in the discussions of changes in carbon emissions and sinks. All of these are descriptors of actions ending in changes in either land cover, land use or both",,,
ACTION TERMS,AFFORESTATION,,,,,,,"Afforestation - may be a legal term or a process of stocking land. In the case of the latter, we group the definitions into those that imply a change in land cover only and those that imply a change in land cover and use. Four definitions specify ""crops"" implying that the trees will be later removed for commercial purposes. The time period for lands ""never having been forested"" vary from never to 30 to 100 years",,,
ACTION TERMS,AFFORESTATION,Legal Term,,,,http://orb.rhodes.edu/Medieval_Terms.html,,AFFOREST: To make into a forest by application of forest law,,,
ACTION TERMS,AFFORESTATION,Legal Term,,,v,http://info.sjc.ox.ac.uk/forests/glossary.htm,,"Place an area under forest law and administration; the creation of a forest by stipulated procedures (M, 26 – 30 (r)); (2",v,,
ACTION TERMS,AFFORESTATION,Legal Term,,,historically,http://www.hants.org.uk/newforest/bibliog.html,,To bring land within Forest Law or in current parlance to bring within the control of the Verderers and their Bye-Laws. It is a legal act,historically,,
ACTION TERMS,AFFORESTATION,Land Cover,,,Australia and New Zealand,,,The establishment of a species of forest on an area where it does not occur naturally (British Commonwealth Terminology) (Ford-Robertson 1971,and New Zealand,Australia,
ACTION TERMS,AFFORESTATION,Land Cover,,,Bolivia,,,"AFORESTACION: Siembra de árboles en tierras que nunca antes tuvieron bosques, por ejemplo, en sabanas, praderas y llanos naturales. Source: Luis Castello faopaf@caoba.entelnet.bo Adjunto sírvase encontrar la versión no oficial y premilinar del Glosario Forestal elaborado por el Proyecto de Apoyo a la Coordinación e Implementación del Plan de Acción Forestal para Bolivia",Bolivia,,
ACTION TERMS,AFFORESTATION,Land Cover,,Afforestation,Bulgaria,,,"The creation of new forests includes the activities connected with the collection of seeds, production of seedlings and saplings, afforestation, selective cuttings, inventory of the young forests and preventing of the erosion. Areas for afforestation in the forest lands are: bare lands, non-regenerated cutting areas and burnt out lands. The afforestation in the forest lands aims: 1. Regeneration and helping the regeneration in mature high-stemmed or coppice forests; 2. Replenishment of interrupted plantations and stands; 3. Improving of the composition and the state of the stands; 4. Creation of forests on the place of bare areas, burnt out lands and withered plantations and stands; 5. Preserving from erosion, fires, snow accumulation, floods, snow-slips and land-slips; 6. Creation of intensive plantations with fast growing species for wood and bio-mass production; 7. Creation of industrial plantations for production of Christmas trees, timber assortments and other rough materials; 8. Creation of forest fruit plantations; 9. Creation of seed yielding and experimental plantations; 10. Creation of recreation forests and ornamental planting; 11. Re-cultivation of devastated terrain. Forest Research Institute forestin@bulnet.bg",,Bulgaria,
ACTION TERMS,AFFORESTATION,Land Cover,,Afforestation,Cape Verde,http://www.indexmundi.com/cape_verde/environment_current_issues.html,,converting a bare or agricultural space by planting trees and plants; reforestation involves replanting trees on areas that have been cut or destroyed by fire,Cape Verde,,
ACTION TERMS,AFFORESTATION,Land Cover,,,Canada - BC,http://www.for.gov.bc.ca/pab/publctns/glossary/glossary.htm; http://www.cinar.gr/delfi,,"The establishment of trees on an area that has lacked forest cover for a very long time or has never been forested. [Source: Glossary of Forestry Terms, Province of British Columbia, Ministry of Forests, via Igor A. Yakovlev] and The DELFI Vocabulary of Forest Fire Terms",BC,Canada,
ACTION TERMS,AFFORESTATION,Land Cover,,,Canada - BC,http://www.for.gov.bc.ca/pab/publctns/westland/gloss.htm,,The process of converting open land into forest,BC,Canada,
ACTION TERMS,AFFORESTATION,Land Cover,,Afforestation,Canada,http://carbon.cfs.nrcan.gc.ca/definitions_e.html,,The conversion of land that has not been forested for at least 50 years to forested land through human activities such as planting and seeding,,Canada,
ACTION TERMS,AFFORESTATION,Land Cover,,,Colombia,,,"Areas de Aptitud Forestal: ""se definen como aquellas que originalmente tuvieron bosques o deberían tenerlo de acuerdo a criterios eco-biológicos y socio-económicos"" ( Ministerio del medio Ambiente. Doc. Compes 2834. Politica de Bosques""). ""Gerardo Lozano"" <glozano@impsat.net.co",,Colombia,
ACTION TERMS,AFFORESTATION,Land Cover,,,Cote d’Ivoire,,,"Sont considérés comme reboisement, les terrains plantés de main d'homme en espèces ne donnant pas de produits agricoles, ainsi que les forêts naturelles enrichies artificiellement en essence de bois d'oeuvre par des travaux de plantation ou be silviculture. TITRE I DEFINITIONS, Article 1. - LOI NO 65/425 DU 20 DEC 1965. portant Code Forestier",Cote d’Ivoire,,
ACTION TERMS,AFFORESTATION,Land Cover,,,Cuba,,,"Forestación: la acción de poblar con especies arbóreas terrenos donde nunca hubo bosques, naturales o artificiales, o donde hace mucho desaparecieron. Christoph Kleinn <ckleinn@catie.ac.cr",,Cuba,
ACTION TERMS,AFFORESTATION,Land Cover,,,Cyprus,,,"Afforestation: the establishment of a forest or stand in an area where the preceding vegetation or land use was not forest. A.K. Christou ""Forestry Department - Research and Publicity Sector"" publicity@cytanet.com.cy",,Cyprus,
ACTION TERMS,AFFORESTATION,Land Cover,,,Czech Republic1995,http://www.uhul.cz/images/ke_stazeni/legislativa_jazyky/Lesni_zakon_en.pdf,,Afforestation shall mean the establishment of forest stand,Czech Republic,,1995
ACTION TERMS,AFFORESTATION,Land Cover,,,EC,http://ec.europa.eu/agriculture/publi/enlarge/gloss_en.pdf,,"Measures to encourage new woodland development, including financial incentives for farmers who convert agricultural land to woodland and forest",EC,,
ACTION TERMS,AFFORESTATION,Land Cover,,,EU,http://europa.eu.int/comm/dg08/forests/en/en4_6.htm,,"The establishment of a more or less contiguous tree cover, normally by planting, in areas which have previously been without trees",EU,,
ACTION TERMS,AFFORESTATION,Land Cover,,,Fiji,,,"Newly planted trees where no trees existed before. Malakai Sevudredre, Conservator of Forests, F.9641/2. 01/06/2000",,Fiji,
ACTION TERMS,AFFORESTATION,Land Cover,,afforestation reboisement ou repeuplement,France,,,"afforestation = reboisement ou repeuplement : plantation de jeunes arbres ou semis de graines d'arbres ""Michel Godron"" <michel.godron@libertysurf.fr",,France,
ACTION TERMS,AFFORESTATION,Land Cover,,,Ghana,,,"An act to plant areas of land with trees to attain forest status. Example is woodlot establishment. (Osei Kofi, Forestry Dept.- Letter 7 May 99",,Ghana,
ACTION TERMS,AFFORESTATION,Land Cover,,,GM/UNCCD 2008,http://www.global-mechanism.org/dynamic/documents/document_file/final2-viet-nam-climate-change-report---1july08.pdf,,"The process of establishing and growing forests on bare or cultivated land, which has not been forested in recent history",GM/UNCCD,,2008
ACTION TERMS,AFFORESTATION,Land Cover,,,Hungary,,,"The activity aimed at reproducing the felled or dead growing stock of the forest. The afforestation may be performed: a) by natural means aa) from the seed of the wood being felled dropping onto the soil (natural afforestation from seed origin), and ab) from the shoots sprouting from the root or stump of the felled wood (natural afforestation from shoot origin), ac) by select-cutting ensuring the creation and continuous maintenance of a mixed-age growing stock; b) artificially, in the course of which at the location of the felled or dead and removed wood a new growing stock is generated by seed sowing, sapling or shoot planting (Act No LIV of 1996 on Forests and the Protection of Forests. Section V &sect; 41",,Hungary,
ACTION TERMS,AFFORESTATION,Land Cover,,,India,,,"Bringing any land under forest cover, which was not previously under forest cover. [Source: Glossary of Technical Terms, Forest Research Institute, India. From: ""Vivek K. Varma"" <v.varma@landfood.unimelb.edu.au Date: Fri, 17 Jul 1998 02:28:29 -0400 (EDT)]",,India,
ACTION TERMS,AFFORESTATION,Land Cover,,,Indonesia - 2002,http://www.globalforestwatch.org/common/indonesia/sof.indonesia.english.low.pdf,,The establishment by human action of forest cover on land that was not previously forested or was not forested within living memory,,Indonesia,2002
ACTION TERMS,AFFORESTATION,Land Cover,,,IPCC - 2003,http://www.junkscience.com/draft_AR4/GLOSSARY_SOD_TSU_FINAL.pdf,,"Planting of new forests on lands that historically have not contained forests. For a discussion of the term →forest and related terms such as →afforestation, →reforestation, and →deforestation: see the IPCC Report on Land Use, Land-Use Change and Forestry (IPCC, 2000). See also the Report on Definitions and Methodological Options to Inventory Emissions from Direct Human-induced Degradation of Forests and Devegetation of Other Vegetation Types (IPCC, 2003) (Source: Second Order Draft Glossary IPCC WGI Fourth Assessment Report",IPCC,,2003
ACTION TERMS,AFFORESTATION,Land Cover,,,IPCC -1997,http://www.grida.no/climate/ipcc/regional/327.htm,,Forest stands established artificially on lands that previously have not supported forests for more than 50 years,IPCC,,1997
ACTION TERMS,AFFORESTATION,Land Cover,,,Isle of Man,,,"""Afforestation"" is also not generally defined, but is normally taken as meaning new planting of previously bare land. ""IOM Gov DAFF"" <daff@gov.im",,Isle of Man,
ACTION TERMS,AFFORESTATION,Land Cover,,,Kyrgyzstan,,,The creation and growing of artificial forest plantations on the territories formerly not covered with the forest. Source: Irina Yunusova irina@lesic.elcat.kg,,Kyrgyzstan,
ACTION TERMS,AFFORESTATION,Land Cover,,,Latvia,,,"A complex of measures to afforest such land (area) not covered by forest where forest has not grown before. Source: ""Maksym Polyakov"" mpoliak@pcomp.nauu.kiev.ua",,Latvia,
ACTION TERMS,AFFORESTATION,Land Cover,,,Lithuania,,,"Establishment of trees on a non-forest land. Source: A. Kuliesis, Director of Lithuanain Forest Inventory and Management Institute Email: Sekrtetore sek@mp.is.lt",,Lithuania,
ACTION TERMS,AFFORESTATION,Land Cover,,,Malaysia,,,"The artificial establishment of forests by direct seeding or planting seedlings or cuttings on lands which previously (within the living memory or within 50 years) and did not carry any forests. From: hcthang@forestry.gov.my (Thang Hooi Chiew), Forestry Department Peninsular Malaysia",,Malaysia,
ACTION TERMS,AFFORESTATION,Land Cover,,Afforestation Forestation Arabic,Morocco,,,"Afforestation / Forestation (Arabic : Tashjeer, French : Boisement/Reboisement) - Artificial creation (by man) of a forest on an land which has never been forested before, as far as man’s memory can remember, using seedlings, vegetative materials or seeds(sowing) Mohammed Ellatifi, m.ellatifi@ellatifi.8m.com",,Morocco,
ACTION TERMS,AFFORESTATION,Land Cover,,Afforestation,Northern Mariana Islands,,,"The science and art of diversifying existing forestland with other suitable species for any generalized purpose beneficial to mankind, wildlife and ecosystem. Source: Estanislao Villagomez stanvill@gtepacifica.net Division of Agriculture",,Northern Mariana Islands,
ACTION TERMS,AFFORESTATION,Land Cover,,,Pakistan 1,,,"To establish a forest on an area from which forest vegetation has always or long been absent. Definition adopted from the British Commonwealth Forest Terminology Part-I, 1953. Source: Mumtaz Ahmad, Section Forest Officer, Pakistan Min. of Environment, Local Government, and Rural Development",,Pakistan,
ACTION TERMS,AFFORESTATION,Land Cover,,,Pakistan 2,,,"To establish a species or frees on an area in which it did not occur naturally. Definition adopted from the British Commonwealth Forest Terminology Part-I, 1953. Source: Mumtaz Ahmad, Section Forest Officer, Pakistan Min. of Environment, Local Government, and Rural Development",,Pakistan,
ACTION TERMS,AFFORESTATION,Land Cover,,,Papua New Guinea,,,"The replanting of trees in areas that did not support trees previously in living memory. Such areas include grasslands and savanna that are common in the Highlands and in the western side of the main island of New Guinea. Vitus Ambia, Papua New Guinea Forest Authority",Papua New,Guinea,
ACTION TERMS,AFFORESTATION,Land Cover,,,Paraguay,,,"Forestación: La acción de establecer bosques, con especies nativas o exóticas en terrenos que carezcan de ellas o donde son insuficientes. Ley N&deg; 536 - DE FOMENTO A LA FORESTACION Y REFORESTACION. Capítulo I. Artículo 2do. cdcdpnvs@venus.pla.net.py (Nombre Apellido",,Paraguay,
ACTION TERMS,AFFORESTATION,Land Cover,,,Romania,,,"The act of installation, through artificial methods, of the forest vegetation on lands where forest was never present or it was removed for a long time. Sorin Sfirlogea <sorinsf@rosilva.ro National Forests Administration",Ria,Oman,
ACTION TERMS,AFFORESTATION,Land Cover,,,"Taiwan, ROC",,,"To forest in Nonforested land (grass lands or bare soil). Source: ""&ordf;L&deg;È&sect;&frac12;service"" <service@dns.forest.gov.tw","Taiwan, ROC",,
ACTION TERMS,AFFORESTATION,Land Cover,,,United Kingdom,,,"The new planting of bare lands with trees, usually of a substantial area. (Forestry Commission 1998",,United Kingdom,
ACTION TERMS,AFFORESTATION,Land Cover,,,Ukraine,,,"Creation of forest plantation on the lands which previously were not covered by forest. Note that ``forest plantations'' defined as ``forest stands created by planting of seedlings, saplings of trees or shrubs or by sowing of their seeds'', i.e. it here this means only origination of stands, not intensity of management. . [Source: State Standard of Ukraine, DSTU 2980-95 ``Forest plantations. Terms and definitions'', being in force since 01.01.96. From: ""Maksym Polyakov"" mpoliak@pcomp.usau.kiev.ua Date: Sat, 28 Mar 1998 21:09:08 +0200 (UKR)] (Czech Republic",,Ukraine,
ACTION TERMS,AFFORESTATION,Land Cover,,,UNDP 1999,http://www.un.org.vn/undp/projects/profor/pdffiles/trexler.pdf,,Generally refers to planting of trees on ground where trees have never existed or were last present hundreds of years ago. Afforestation carbon offset projects bear an additional burden of showing ecological compatibility,UNDP,,1999
ACTION TERMS,AFFORESTATION,Land Cover,,,UN-DP 1999,http://www.profor.info/pdf/InnovatForesFinanc.pdf,,Generally refers to planting of trees on ground where trees have never existed or were last present hundreds of years ago. Afforestation carbon offset projects bear an additional burden of showing ecological compatibility,UN-DP,,1999
ACTION TERMS,AFFORESTATION,Land Cover,,,UN-EP 2003,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1030&context=usdafsfacpub,,Planting of new forests on lands that historically have not contained forests,UN-EP,,2003
ACTION TERMS,AFFORESTATION,Land Cover,,,UNFCCC 2001,http://www.unfccc.int/resource/docs/cop6secpart/l11r01.pdf,,"“Afforestation” is the direct human-induced conversion of land that has not been forested for a period of at least 50 years to forested land through planting, seeding and/or the human-induced promotion of natural seed sources",UNFCCC,,2001
ACTION TERMS,AFFORESTATION,Land Cover,,,UN-FRA 2000,,,Artificial establishment of forest on lands which previously did not carry forest within living memory. (UN-ECE/FAO 1997 and FAO 1998,UN-FRA,,2000
ACTION TERMS,AFFORESTATION,Land Cover,,,USA – STATE -Maryland,http://pilot.wash.lib.md.us/washco/forestcn.html,,"The establishment of a forest, according to the definitions and procedures contained herein, on an area which is not presently in forest cover",USA – STATE -Maryland,,
ACTION TERMS,AFFORESTATION,Land Cover,,,USA-FED-CIA,https://www.cia.gov/library/publications/the-world-factbook/docs/notesanddefs.html#2032,,converting a bare or agricultural space by planting trees and plants; reforestation involves replanting trees on areas that have been cut or destroyed by fire,USA-FED-CIA,United States,
ACTION TERMS,AFFORESTATION,Land Cover,,,Venezuela,,,"AFORESTACION: plantación de árboles en tierras que antes no tuvieron bosques, por ejemplo, en sabanas, praderas y llanos naturales. Reglamento de la Ley Forestal de Suelos y Aguas (1977). Areas Naturales Protegidas de Venezuela. Series Aspectos Conceptuales y Metodológicos, DGSPOA/ACM/01, feb 1992. Via Profauna@marnr.gov.ve",Venezuela,,
ACTION TERMS,AFFORESTATION,Land Cover,,,WAF 2004,http://www.worldagroforestry.org/sea/Publications/files/book/BK0073-04.PDF,,The establishment of forest on land that has been without forest for a period of time and was previously under a different land-use,WAF,,2004
